pool,game_file,source_file,source_page,original_url,license,license_url,author,date,description,origin,original_size
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_047_1920x1080.png,"U.S. Special Envoy for the Colombian Peace Process Bernard Aronson Addresses Conflict Victims, Ex- Combatants, and At-Risk Youth Speak About a Job- Training Program at the Escuela Taller in Cartagena (29861922831).jpg","https://commons.wikimedia.org/wiki/File:U.S._Special_Envoy_for_the_Colombian_Peace_Process_Bernard_Aronson_Addresses_Conflict_Victims,_Ex-_Combatants,_and_At-Risk_Youth_Speak_About_a_Job-_Training_Program_at_the_Escuela_Taller_in_Cartagena_(29861922831).jpg",https://upload.wikimedia.org/wikipedia/commons/f/f2/U.S._Special_Envoy_for_the_Colombian_Peace_Process_Bernard_Aronson_Addresses_Conflict_Victims%2C_Ex-_Combatants%2C_and_At-Risk_Youth_Speak_About_a_Job-_Training_Program_at_the_Escuela_Taller_in_Cartagena_%2829861922831%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,U.S. Department of State from United States,2016-09-26 08:57,"U.S. Special Envoy for the Colombian Peace Process Bernard Aronson, joined by U.S. Secretary of State John Kerry and U.S. Ambassador to Colombia Kevin Whitaker, addresses conflict victims, ex-combatants, and at-risk youth speak about a job-training program at the Escuela Taller run by the Colombian Ministry of Culture as the delegation visits Cartagena, Colombia, on September 26, 2016, to witness a peace ceremony between the government and the Revolutionary Armed Forces of Colombia (FARC) that ends a five-decade conflict. [State Department Photo/ Public Domain]",Category:Colombian armed conflict,4856x3231
AR,Data-Vengeance/Loadscreens/RealConflict/AR/AR_005_1920x1080.png,The driver of a Marine LAV25 light armored vehicle peers out from his hatch during a 2nd Light Armored Infantry Battalion reconnaissance mission - DPLA - 03e53f156414aaf2b8d0105f65c34e63.jpeg,https://commons.wikimedia.org/wiki/File:The_driver_of_a_Marine_LAV25_light_armored_vehicle_peers_out_from_his_hatch_during_a_2nd_Light_Armored_Infantry_Battalion_reconnaissance_mission_-_DPLA_-_03e53f156414aaf2b8d0105f65c34e63.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/8f/The_driver_of_a_Marine_LAV25_light_armored_vehicle_peers_out_from_his_hatch_during_a_2nd_Light_Armored_Infantry_Battalion_reconnaissance_mission_-_DPLA_-_03e53f156414aaf2b8d0105f65c34e63.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"31 October 1989 date QS:P571,+1989-10-31T00:00:00Z/11",The original finding aid described this photograph as: Country: Panama (PAN) Scene Camera Operator: PH1(Ac) Jeff Elliott Release Status: Released to Public,Category:1989 in Panama,2820x1880
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_031_1920x1080.png,Three 5th Infantry Division (Mechanized) soldiers inspect a Soviet-made ZPU-4 14.5mm anti-aircraft machine gun left behind by Panamanian Defense Force soldiers who fled the base during the early stages of Operation Just Cause.jpg,https://commons.wikimedia.org/wiki/File:Three_5th_Infantry_Division_(Mechanized)_soldiers_inspect_a_Soviet-made_ZPU-4_14.5mm_anti-aircraft_machine_gun_left_behind_by_Panamanian_Defense_Force_soldiers_who_fled_the_base_during_the_early_stages_of_Operation_Just_Cause.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Three_5th_Infantry_Division_%28Mechanized%29_soldiers_inspect_a_Soviet-made_ZPU-4_14.5mm_anti-aircraft_machine_gun_left_behind_by_Panamanian_Defense_Force_soldiers_who_fled_the_base_during_the_early_stages_of_Operation_Just_Cause.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,PH1(Sw) J. Elliott,1989-12-21,Three 5th Infantry Division (Mechanized) soldiers inspect a Soviet-made ZPU-4 14.5mm anti-aircraft machine gun left behind by Panamanian Defense Force soldiers who fled the base during the early stages of Operation Just Cause.,Category:United States invasion of Panama,2820x1870
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_048_1920x1080.png,Secretary-General Ban Ki-Moon Addresses the Crowd (29330649203).jpg,https://commons.wikimedia.org/wiki/File:Secretary-General_Ban_Ki-Moon_Addresses_the_Crowd_(29330649203).jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Secretary-General_Ban_Ki-Moon_Addresses_the_Crowd_%2829330649203%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,U.S. Department of State from United States,2016-09-26 17:34,"United Nations Secretary-General Ban Ki-moon addresses the crowd after Colombian President Juan Manuel Santos and FARC leader Timoleón Jiménez signed a peace accord as U.S. Secretary of State John Kerry sat in a plaza outside the Cartagena Indias Convention Center in Cartagena, Colombia, on September 26, 2016, while attending a peace ceremony between the government and the Revolutionary Armed Forces of Colombia (FARC) that ended a five-decade conflict. [State Department Photo/Public Domain]",Category:Colombian armed conflict,4595x3063
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_049_1920x1080.png,FARC leader Timoleón Jiménez Addresses the Crowd (29873875601).jpg,https://commons.wikimedia.org/wiki/File:FARC_leader_Timole%C3%B3n_Jim%C3%A9nez_Addresses_the_Crowd_(29873875601).jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/FARC_leader_Timole%C3%B3n_Jim%C3%A9nez_Addresses_the_Crowd_%2829873875601%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,U.S. Department of State from United States,2016-09-26 17:43,"FARC leader Timoleón Jiménez addresses the crowd after he and Colombian President Juan Manuel Santos signed a peace accord as U.S. Secretary of State John Kerry sat in a plaza outside the Cartagena Indias Convention Center in Cartagena, Colombia, on September 26, 2016, while attending a peace ceremony between the government and the Revolutionary Armed Forces of Colombia (FARC) that ended a five-decade conflict. [State Department Photo/Public Domain]",Category:Colombian armed conflict,3889x2593
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_032_1920x1080.png,A soldier from the 82nd Airborne Division uses a fire control calculator to compute ballistic trajectories for a 60mm mortar fire mission during Operation Gold Pheasant - DPLA - 650b94e8139571b17c92634f0e7655f3.jpeg,https://commons.wikimedia.org/wiki/File:A_soldier_from_the_82nd_Airborne_Division_uses_a_fire_control_calculator_to_compute_ballistic_trajectories_for_a_60mm_mortar_fire_mission_during_Operation_Gold_Pheasant_-_DPLA_-_650b94e8139571b17c92634f0e7655f3.jpeg,https://upload.wikimedia.org/wikipedia/commons/e/ee/A_soldier_from_the_82nd_Airborne_Division_uses_a_fire_control_calculator_to_compute_ballistic_trajectories_for_a_60mm_mortar_fire_mission_during_Operation_Gold_Pheasant_-_DPLA_-_650b94e8139571b17c92634f0e7655f3.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"19 March 1988 date QS:P571,+1988-03-19T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: GOLDEN PHEASANT Base: Tamara Country: Honduras (HND) Scene Camera Operator: Nathaniel H. Mcbride Release Status: Released to Public,Category:Operation Golden Pheasant,2830x1920
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_033_1920x1080.png,Members of the 82nd Airborne Division walk up a dirt road during Operation URGENT FURY. The soldier on the left is equipped with a field radio and the soldier on the right is armed - DPLA - 78fecd0887a25cabed77e0dbb8f38894.jpeg,https://commons.wikimedia.org/wiki/File:Members_of_the_82nd_Airborne_Division_walk_up_a_dirt_road_during_Operation_URGENT_FURY._The_soldier_on_the_left_is_equipped_with_a_field_radio_and_the_soldier_on_the_right_is_armed_-_DPLA_-_78fecd0887a25cabed77e0dbb8f38894.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/f3/Members_of_the_82nd_Airborne_Division_walk_up_a_dirt_road_during_Operation_URGENT_FURY._The_soldier_on_the_left_is_equipped_with_a_field_radio_and_the_soldier_on_the_right_is_armed_-_DPLA_-_78fecd0887a25cabed77e0dbb8f38894.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"31 October 1983 date QS:P571,+1983-10-31T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: PH2 D. Wujcik Release Status: Released to Public,Category:82nd Airborne Division in Operation Urgent Fury,2850x1900
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_050_1920x1080.png,"Members of the US Air Force Special Activities Center (AFSAC) Human Intelligence Resources (HUMINT) Augmentation Team (HAT) are processed-in during the multiservice, multinational O - DPLA - 96a87d41d847320ca018e8e0e9ac1797.jpg","https://commons.wikimedia.org/wiki/File:Members_of_the_US_Air_Force_Special_Activities_Center_(AFSAC)_Human_Intelligence_Resources_(HUMINT)_Augmentation_Team_(HAT)_are_processed-in_during_the_multiservice,_multinational_O_-_DPLA_-_96a87d41d847320ca018e8e0e9ac1797.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b8/Members_of_the_US_Air_Force_Special_Activities_Center_%28AFSAC%29_Human_Intelligence_Resources_%28HUMINT%29_Augmentation_Team_%28HAT%29_are_processed-in_during_the_multiservice%2C_multinational_O_-_DPLA_-_96a87d41d847320ca018e8e0e9ac1797.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"28 October 1983 date QS:P571,+1983-10-28T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: Unknown Release Status: Released to Public,Category:Operation Urgent Fury,2740x1890
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_051_1920x1080.png,A US Army M561 Gama Goat is used during Operation URGENT FURY - DPLA - 752568bca55179cde3c8fafcd15a1cc5.jpeg,https://commons.wikimedia.org/wiki/File:A_US_Army_M561_Gama_Goat_is_used_during_Operation_URGENT_FURY_-_DPLA_-_752568bca55179cde3c8fafcd15a1cc5.jpeg,https://upload.wikimedia.org/wikipedia/commons/e/e7/A_US_Army_M561_Gama_Goat_is_used_during_Operation_URGENT_FURY_-_DPLA_-_752568bca55179cde3c8fafcd15a1cc5.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"28 October 1983 date QS:P571,+1983-10-28T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: TSGT M. J. Creen Release Status: Released to Public,Category:Operation Urgent Fury,3020x2000
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_034_1920x1080.png,US military personnel set up a field radio inside a building at Point Salines airport during Operation URGENT FURY.jpg,https://commons.wikimedia.org/wiki/File:US_military_personnel_set_up_a_field_radio_inside_a_building_at_Point_Salines_airport_during_Operation_URGENT_FURY.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/US_military_personnel_set_up_a_field_radio_inside_a_building_at_Point_Salines_airport_during_Operation_URGENT_FURY.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"Technical Sergeant (TSgt) Mike Creen, US Air Force",1983-11-04,US military personnel set up a field radio inside a building at Point Salines airport during Operation URGENT FURY.,Category:Operation Urgent Fury,3021x1949
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_035_1920x1080.png,82nd Airborne troops jump from C-141Bs in 1988.JPEG,https://commons.wikimedia.org/wiki/File:82nd_Airborne_troops_jump_from_C-141Bs_in_1988.JPEG,https://upload.wikimedia.org/wikipedia/commons/f/fb/82nd_Airborne_troops_jump_from_C-141Bs_in_1988.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"TSgt. Bom Simmons, USAF",1988-03-01,"Members of the U.S. Army 1st and 2nd Battalions, 504th Parachute Infantry Regiment, 82nd Airborne Division jump from USAF Lockheed C-141B Starlifter aircraft on 1 March 1988. U.S. troops spent two weeks participating in a mobilization of U.S. exercise task force Dragon/Golden Pheasant. U.S. President Ronald Reagan mobilized U.S. forces, consisting of both the 82nd Airborne Division and the 7th Light Infantry Division, to help discourage Nicaraguan forces from entering Honduras.",Category:Operation Golden Pheasant,2530x1710
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_052_1920x1080.png,UAZ-469B (1983).JPEG,https://commons.wikimedia.org/wiki/File:UAZ-469B_(1983).JPEG,https://upload.wikimedia.org/wikipedia/commons/1/16/UAZ-469B_%281983%29.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Spec. 4 Long,1983-10-25,A Soviet-built UAZ-469B light vehicle during Operation Urgent Fury .,Category:Operation Urgent Fury,2840x1910
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_053_1920x1080.png,Special Forces Colombia.jpg,https://commons.wikimedia.org/wiki/File:Special_Forces_Colombia.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/Special_Forces_Colombia.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,TECH SGT JERRY MORRISON,10/2/2007,"Colombian army special forces insert into Tolemaida Air Base, Colombia, during a technical demonstration for Secretary of Defense Robert M. Gates and Colombian Minister of Defense Dr. Juan Manuel Santos during the secretary's trip to Latin America Oct. 3, 2007. DoD photo by Tech Sgt. Jerry Morrison, U.S. Air Force. (Released)",Category:Army of Colombia,4276x2548
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_054_1920x1080.png,US Navy 080831-N-9620B-263 Store Keeper 2nd Class Judith Bahanmon sits down with a Colombian Soldier.jpg,https://commons.wikimedia.org/wiki/File:US_Navy_080831-N-9620B-263_Store_Keeper_2nd_Class_Judith_Bahanmon_sits_down_with_a_Colombian_Soldier.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/US_Navy_080831-N-9620B-263_Store_Keeper_2nd_Class_Judith_Bahanmon_sits_down_with_a_Colombian_Soldier.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,U.S. Navy photo by Mass Communication Specialist 2nd Class Erik C. Barker,Taken on 31 August 2008,"CANDALARIA, Colombia (Aug. 31, 2008) Store Keeper 2nd Class Judith Bahanmon, a Reservist working with the U.S. Embassy in Bogota Colombia, sits down with a Colombian Soldier surrounded by children at the Candalaria Medical Clinic, a current site being used to provide humanitarian aid by the men and women embarked aboard the amphibious assault ship USS Kearsarge (LHD 3). Kearsarge is supporting the Caribbean phase of Continuing Promise (CP) 2008, an equal-partnership mission between the United States, Canada, the Netherlands, Brazil, Nicaragua, Panama, Colombia, Dominican Republic, Trinidad and Tobago and Guyana. (U.S. Navy photo by Mass Communication Specialist 2nd Class Erik C. Barker/Released)",Category:Army of Colombia,4288x2848
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_036_1920x1080.png,"Military police inspect the packs of the 82nd Airborne Division personnel looking for customs violations. US troops, including members of the 7th Light Infantry Division and the 82n - DPLA - 0ca2267b97b7b41fd256761b299583cd.jpeg","https://commons.wikimedia.org/wiki/File:Military_police_inspect_the_packs_of_the_82nd_Airborne_Division_personnel_looking_for_customs_violations._US_troops,_including_members_of_the_7th_Light_Infantry_Division_and_the_82n_-_DPLA_-_0ca2267b97b7b41fd256761b299583cd.jpeg",https://upload.wikimedia.org/wikipedia/commons/b/b8/Military_police_inspect_the_packs_of_the_82nd_Airborne_Division_personnel_looking_for_customs_violations._US_troops%2C_including_members_of_the_7th_Light_Infantry_Division_and_the_82n_-_DPLA_-_0ca2267b97b7b41fd256761b299583cd.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 March 1988 date QS:P571,+1988-03-01T00:00:00Z/11",The original finding aid described this photograph as: Base: Palmerola Air Base Country: Honduras (HND) Scene Camera Operator: SSGT Scott Stewart Release Status: Released to Public,Category:Operation Golden Pheasant,3000x2001
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_055_1920x1080.png,Operation CHISUM 04.jpg,https://commons.wikimedia.org/wiki/File:Operation_CHISUM_04.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fb/Operation_CHISUM_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,PH1 (Sw) J. Elliott,1989-10-31,"During Operation CHISUM, a route reconnaissance patrol, a Marine from Company D, 2nd Light Armored Infantry Battalion, looks out of the driver's hatch of his LAV25 light armored vehicle after stopping on the outskirts of the town. Supporters of General Manuel Noriega had blocked the road with vehicles and refused to allow the Marine patrol to enter the town.",Category:1989 in Panama,2830x1870
TM,Data-Vengeance/Loadscreens/RealConflict/TM/TM_007_1920x1080.png,Panama clashes 1989.JPEG,https://commons.wikimedia.org/wiki/File:Panama_clashes_1989.JPEG,https://upload.wikimedia.org/wikipedia/commons/a/ad/Panama_clashes_1989.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,SPEC. MORLAND,Taken on 21 December 1989,Flames engulf a building following the outbreak of hostilities between the Panamanian Defense Force and U.S. forces during Operation Just Cause.,Category:United States invasion of Panama,2830x1920
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_056_1920x1080.png,General Alberto Mejía.jpg,https://commons.wikimedia.org/wiki/File:General_Alberto_Mej%C3%ADa.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/General_Alberto_Mej%C3%ADa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,SC National Guard,2016-08-05,"COLAR Transformation Symposium U.S. Army Maj. Gen. Robert E. Livingston, Jr., the adjutant general for South Carolina, presents Gen. Alberto Jose Mejia Ferrero, commander of the Colombian Army, the palmetto shield as a token of appreciation at the Transformation Symposium, Bogota, Colombia, Aug. 5, 2016. (Photo by Sgt. Brian Calhoun, 108th Public Affairs Det.)",Category:Army of Colombia,3207x2138
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_037_1920x1080.png,A member of the 82nd Airborne Division prepares to attach the tracker assembly to the launch tube of an M47 Dragon anti-tank weapon during Operation URGENT FURY. The soldier on the - DPLA - 4033645db73cd68974e46e8505667dd9.jpeg,https://commons.wikimedia.org/wiki/File:A_member_of_the_82nd_Airborne_Division_prepares_to_attach_the_tracker_assembly_to_the_launch_tube_of_an_M47_Dragon_anti-tank_weapon_during_Operation_URGENT_FURY._The_soldier_on_the_-_DPLA_-_4033645db73cd68974e46e8505667dd9.jpeg,https://upload.wikimedia.org/wikipedia/commons/7/7d/A_member_of_the_82nd_Airborne_Division_prepares_to_attach_the_tracker_assembly_to_the_launch_tube_of_an_M47_Dragon_anti-tank_weapon_during_Operation_URGENT_FURY._The_soldier_on_the_-_DPLA_-_4033645db73cd68974e46e8505667dd9.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"25 October 1983 date QS:P571,+1983-10-25T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: SGT Michael Bogdanowicz Release Status: Released to Public,Category:82nd Airborne Division in Operation Urgent Fury,2810x1850
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_038_1920x1080.png,A CH-46E Sea Knight helicopter of Marine Medium Helicopter Squadron 261 (HMM-261) that was shot down by anti-aircraft fire on October 25 during Operation Urgent Fury - DPLA - ea6d70a6afd7dbba7d7a20c24d39b9bc.jpeg,https://commons.wikimedia.org/wiki/File:A_CH-46E_Sea_Knight_helicopter_of_Marine_Medium_Helicopter_Squadron_261_(HMM-261)_that_was_shot_down_by_anti-aircraft_fire_on_October_25_during_Operation_Urgent_Fury_-_DPLA_-_ea6d70a6afd7dbba7d7a20c24d39b9bc.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/87/A_CH-46E_Sea_Knight_helicopter_of_Marine_Medium_Helicopter_Squadron_261_%28HMM-261%29_that_was_shot_down_by_anti-aircraft_fire_on_October_25_during_Operation_Urgent_Fury_-_DPLA_-_ea6d70a6afd7dbba7d7a20c24d39b9bc.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 October 1983 date QS:P571,+1983-10-01T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: Unknown Release Status: Released to Public,Category:United States Marine Corps in Grenada,3000x1895
TM,Data-Vengeance/Loadscreens/RealConflict/TM/TM_008_1920x1080.png,DF-ST-91-02660.jpg,https://commons.wikimedia.org/wiki/File:DF-ST-91-02660.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/DF-ST-91-02660.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,MSGT. Ken Hammond,1990-01-01,"A Panamanian M-35 2.5-ton truck carrying members of 1st Battalion, 509th Infantry, and their parachutes backs up to the loading ramp of a C-130E Hercules aircrafct at the David airport. The soldiers parachuted into a drop zone outside the city to conduct operations in support of Operation Just Cause. Exact Date Shot Unknown",Category:United States invasion of Panama,2820x1850
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_039_1920x1080.png,"Members of the 7th Light Infantry Division greet Soldiers from the 9th Honduran Battalion. President Ronald Reagan mobilized US Exercise Task Force DRAGON-GOLDEN PHEASANT, consistin - DPLA - af958575c6aab3012e61e1cd64387a30.jpeg","https://commons.wikimedia.org/wiki/File:Members_of_the_7th_Light_Infantry_Division_greet_Soldiers_from_the_9th_Honduran_Battalion._President_Ronald_Reagan_mobilized_US_Exercise_Task_Force_DRAGON-GOLDEN_PHEASANT,_consistin_-_DPLA_-_af958575c6aab3012e61e1cd64387a30.jpeg",https://upload.wikimedia.org/wikipedia/commons/a/ad/Members_of_the_7th_Light_Infantry_Division_greet_Soldiers_from_the_9th_Honduran_Battalion._President_Ronald_Reagan_mobilized_US_Exercise_Task_Force_DRAGON-GOLDEN_PHEASANT%2C_consistin_-_DPLA_-_af958575c6aab3012e61e1cd64387a30.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 March 1988 date QS:P571,+1988-03-01T00:00:00Z/11","The original finding aid described this photograph as: Base: Jamastran Country: Honduras (HND) Scene Camera Operator: TSGT Bob Simons, USAF Release Status: Released to Public",Category:Operation Golden Pheasant,3000x2018
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_057_1920x1080.png,Four members of the Army's 7th Infantry Division maneuver their way around a patch of tall grass during a joint services exercise - DPLA - 7bb0cf5d88353da921aacfa193a42554.jpeg,https://commons.wikimedia.org/wiki/File:Four_members_of_the_Army%27s_7th_Infantry_Division_maneuver_their_way_around_a_patch_of_tall_grass_during_a_joint_services_exercise_-_DPLA_-_7bb0cf5d88353da921aacfa193a42554.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/95/Four_members_of_the_Army%27s_7th_Infantry_Division_maneuver_their_way_around_a_patch_of_tall_grass_during_a_joint_services_exercise_-_DPLA_-_7bb0cf5d88353da921aacfa193a42554.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 January 1989 date QS:P571,+1989-01-01T00:00:00Z/11",The original finding aid described this photograph as: Country: Panama (PAN) Scene Camera Operator: STAFF Sergeant Laird Release Status: Released to Public,Category:1989 in Panama,2830x1900
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_058_1920x1080.png,USMC-090427-M-4498L-113.jpg,https://commons.wikimedia.org/wiki/File:USMC-090427-M-4498L-113.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c9/USMC-090427-M-4498L-113.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,,Taken on 28 April 2009,"Members of Marine Medium Helicopter Squadron 261 ""Raging Bulls"" and Marine Aerial Refueler Transport Squadron 252 pose in front of a crate containing the tail boom of an AH-1T Cobra on the Marine Corps Base Quatico flight line, April 27. Otis participated in a recent mission to transport the piece, which was lost during Operation Urgent Fury, from Grenada to Quantico.",Category:United States Marine Corps in Grenada,4112x2630
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_059_1920x1080.png,Members of the FARC Greet the Crowd (29330647893).jpg,https://commons.wikimedia.org/wiki/File:Members_of_the_FARC_Greet_the_Crowd_(29330647893).jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Members_of_the_FARC_Greet_the_Crowd_%2829330647893%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,U.S. Department of State from United States,2016-09-26 18:36,"Members of the FARC greet the crowd after Colombian President Juan Manuel Santos and FARC leader Timoleón Jiménez signed a peace accord as U.S. Secretary of State John Kerry sat in a plaza outside the Cartagena Indias Convention Center in Cartagena, Colombia, on September 26, 2016, while attending a peace ceremony between the government and the Revolutionary Armed Forces of Colombia (FARC) that ended a five-decade conflict. [State Department Photo/Public Domain]",Category:Colombian armed conflict,4805x3203
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_040_1920x1080.png,"Members of the 1ST Battalion, 504th Parachute Infantry Regiment, 82nd Airborne Division, wait to be picked up by CH-47 Chinook helicopters. The men are participating in a mobilizati - DPLA - ad000f673aaa2cf21183683333d766bf.jpeg","https://commons.wikimedia.org/wiki/File:Members_of_the_1ST_Battalion,_504th_Parachute_Infantry_Regiment,_82nd_Airborne_Division,_wait_to_be_picked_up_by_CH-47_Chinook_helicopters._The_men_are_participating_in_a_mobilizati_-_DPLA_-_ad000f673aaa2cf21183683333d766bf.jpeg",https://upload.wikimedia.org/wikipedia/commons/6/63/Members_of_the_1ST_Battalion%2C_504th_Parachute_Infantry_Regiment%2C_82nd_Airborne_Division%2C_wait_to_be_picked_up_by_CH-47_Chinook_helicopters._The_men_are_participating_in_a_mobilizati_-_DPLA_-_ad000f673aaa2cf21183683333d766bf.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 March 1988 date QS:P571,+1988-03-01T00:00:00Z/11","The original finding aid described this photograph as: Base: Palmerola Air Base Country: Honduras (HND) Scene Camera Operator: TSGT Bob Simons, USAF Release Status: Released to Public",Category:Operation Golden Pheasant,3000x1968
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_041_1920x1080.png,US paratroopers of the 82nd Airborne Division on a M151 jeep in Operation Urgent Fury.jpg,https://commons.wikimedia.org/wiki/File:US_paratroopers_of_the_82nd_Airborne_Division_on_a_M151_jeep_in_Operation_Urgent_Fury.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ee/US_paratroopers_of_the_82nd_Airborne_Division_on_a_M151_jeep_in_Operation_Urgent_Fury.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"MSG Dave Goldie, US Army",1983-10-25,Members of the 82nd Airborne Division wait in an equipment filled M151 light utility vehicle prior to boarding an aircraft for deployment to Grenada during Operation URGENT FURY. The vehicle has a wire-cutting bar mounted on the front.,Category:82nd Airborne Division in Operation Urgent Fury,3000x2198
